Shipment Attribution,Barcode,Quantity Remaining,MRP,Cost Price,Minimum Price,Shelf Score,Date of Shelving,Expiry Date
240308BB,1110475018705,128,83.67,71.84,75.432,0.516347394670759,2024-03-08,2024-10-04
240308BC,1366803933780,400,220.48,175.77,184.5585,0.7137106709096623,2024-03-08,2025-05-17
240308BD,5112203895591,264,92.99,75.3,79.065,0.7896197397305538,2024-03-08,2025-10-26
240308BE,2668380592920,94,425.92,360.35,378.36750000000006,0.8940006145710347,2024-03-08,2025-11-20
241226BA,4852979716602,30,53.02,41.12,43.176,0.0,2024-12-26,2024-11-20
241226BB,1110475018705,22,83.67,66.75,70.0875,0.9999847412109375,2024-12-26,2026-02-10
240912EA,3046223091366,258,373.29,231.74,243.32700000000003,0.8284967565326439,2024-09-12,2025-04-27
240912EB,9679955033493,164,31.17,24.6,25.830000000000002,0.9220790287105906,2024-09-12,2026-03-29
241020AA,6079913241894,353,479.81,403.65,423.8325,0.9720862648703835,2024-10-20,2024-12-14
241020AB,7534112261015,341,295.41,193.31,202.9755,0.9957821701512193,2024-10-20,2025-04-03
241020AC,2676489428461,48,56.63,50.77,53.3085,0.9869606461239812,2024-10-20,2025-08-17
240821CA,5112203895591,335,92.99,74.65,78.38250000000001,0.9866575353285846,2024-08-21,2024-10-28
240322EA,6400454451965,291,424.14,287.31,301.6755,0.9629204137538506,2024-03-22,2025-07-27
240322EB,5573515979800,239,279.12,176.73,185.5665,0.88671875,2024-03-22,2024-05-09
240322EC,4264705587768,254,305.69,271.22,284.78100000000006,0.7810905612244898,2024-03-22,2024-06-28
240322ED,5112203895591,110,92.99,59.19,62.1495,0.8905962836101016,2024-03-22,2025-09-12
240322EE,2764870889303,155,485.66,312.55,328.1775,0.824942368594083,2024-03-22,2025-09-23
240112CA,2668380592920,293,425.92,266.58,279.909,0.8299412888513644,2024-01-12,2025-05-29
240112CB,9341222702392,397,207.46,153.69,161.3745,0.0,2024-01-12,2023-11-29
240729AA,9792841352355,76,76.59,50.5,53.025000000000006,0.9514345573656486,2024-07-29,2025-06-24
240729AB,7538675410397,24,220.23,182.23,191.3415,0.9796744095651727,2024-07-29,2025-08-13
240729AC,2974785865598,218,311.37,274.77,288.50849999999997,0.9485869071852993,2024-07-29,2026-02-17
240729AD,7442652072221,324,325.21,239.86,251.85300000000004,0.6581889639655463,2024-07-29,2024-12-15
240518EA,5723787941699,74,292.84,250.92,263.466,0.8552603635702047,2024-05-18,2025-08-05
240518EB,2081796341037,97,210.19,166.03,174.3315,0.4058198124529368,2024-05-18,2024-10-31
241126AA,5524031117940,199,310.66,272.28,285.894,0.9999923706054688,2024-11-26,2025-05-04
241126AB,8952577124826,319,112.68,72.93,76.57650000000001,0.9999996959701065,2024-11-26,2026-04-26
241126AC,7111402598169,166,253.79,167.57,175.9485,0.9996502605485327,2024-11-26,2025-10-16
240708BA,6695212836394,183,355.52,306.29,321.60450000000003,0.6357421875,2024-07-08,2024-09-24
240708BB,7538675410397,467,220.23,134.51,141.2355,0.0,2024-07-08,2024-05-31
240708BC,9320526500374,403,215.58,159.53,167.50650000000002,0.9955512152777778,2024-07-08,2024-07-26
240708BD,5524031117940,235,310.66,235.69,247.4745,0.6385149274553571,2024-07-08,2024-12-23
240708BE,9679955033493,288,31.17,22.62,23.751,0.0,2024-07-08,2024-07-01
240306BA,3922480347697,180,341.62,239.99,251.98950000000002,0.696875,2024-03-06,2024-04-15
240306BB,9679955033493,393,31.17,24.15,25.357499999999998,0.0,2024-03-06,2024-03-04
240714AA,9882839546088,232,245.8,165.42,173.691,0.9648078528928086,2024-07-14,2026-04-14
240714AB,7534112261015,91,295.41,251.5,264.075,0.719327390583512,2024-07-14,2025-05-16
240714AC,9679955033493,47,31.17,19.6,20.580000000000002,0.9357965100895275,2024-07-14,2024-10-10
240714AD,8295015923248,99,460.74,411.89,432.4845,0.9800047918848929,2024-07-14,2026-01-02
240714AE,3046223091366,149,373.29,292.77,307.4085,0.9928384649342504,2024-07-14,2025-10-21
240112CA,3270110394259,310,276.68,240.6,252.63,0.5382057806458136,2024-01-12,2025-05-21
240112CB,7477584351590,71,309.82,201.52,211.59600000000003,0.33492811899336555,2024-01-12,2025-01-24
240301EA,1319495204239,375,478.65,350.29,367.8045,0.0,2024-03-01,2024-03-01
240301EB,1440710811309,184,25.28,17.69,18.5745,0.7255880678446472,2024-03-01,2025-08-26
240301EC,9320526500374,308,215.58,138.12,145.026,0.3785738519659624,2024-03-01,2024-09-30
240301ED,4799124724315,266,181.18,140.3,147.31500000000003,0.47989291046302357,2024-03-01,2024-09-08
240226AA,2974785865598,67,311.37,222.11,233.21550000000002,0.5569589520027625,2024-02-26,2025-08-22
240504EA,7909647285748,5,435.69,328.58,345.009,0.843825587519893,2024-05-04,2024-12-06
240504EB,7784851719923,295,21.64,14.17,14.8785,0.8920098619820538,2024-05-04,2025-07-29
240504EC,4887387328514,461,59.52,51.3,53.865,0.8343984894592966,2024-05-04,2025-01-28
240504ED,7909647285748,374,435.69,282.4,296.52,0.9961845930232558,2024-05-04,2024-06-16
240504EE,6079913241894,180,479.81,351.76,369.348,0.881913414511224,2024-05-04,2025-07-27
241227AA,7534112261015,329,295.41,180.64,189.672,0.998046875,2024-12-27,2026-03-19
241227AB,8562587170545,57,327.95,209.95,220.4475,0.9999961853027344,2024-12-27,2026-02-16
240221AA,8295015923248,157,460.74,320.4,336.42,0.7129675870365759,2024-02-21,2025-08-25
240221AB,4887387328514,265,59.52,41.72,43.806,0.614651409596053,2024-02-21,2025-10-02
240221AC,7438552944490,8,215.26,144.21,151.4205,0.7327426948932686,2024-02-21,2025-03-23
240221AD,8493556002921,399,403.34,292.12,306.726,0.0,2024-02-21,2024-01-22
240929CA,3801660182303,0,355.28,315.66,331.44300000000004,0.9981274367292265,2024-09-29,2026-03-05
240929CB,4266329572283,234,494.87,440.12,462.12600000000003,0.840606478987069,2024-09-29,2025-02-21
240929CC,7111402598169,336,253.79,187.4,196.77,0.99609375,2024-09-29,2024-10-26
240929CD,1319495204239,161,478.65,336.64,353.472,0.9999996708073747,2024-09-29,2025-01-16
240503DA,7118631998839,297,114.2,82.46,86.583,0.7484404831789853,2024-05-03,2025-07-22
241129AA,3348353436381,188,337.58,276.66,290.49300000000005,0.9884109497070312,2024-11-29,2026-04-25
241129AB,4852979716602,9,53.02,33.6,35.28,0.9820097123069325,2024-11-29,2025-02-24
240212CA,2764870889303,123,485.66,422.2,443.31,0.6017528325599915,2024-02-12,2025-07-27
240212CB,4887387328514,98,59.52,42.54,44.667,0.5606587118731288,2024-02-12,2025-06-27
240101CA,5524031117940,449,310.66,217.67,228.55349999999999,0.5547912057522124,2024-01-01,2024-08-14
240101CB,2974785865598,205,311.37,266.64,279.972,0.6656976744186047,2024-01-01,2024-06-21
240101CC,6079913241894,307,479.81,317.22,333.081,0.2026066046494704,2024-01-01,2024-09-17
240101CD,8493556002921,361,403.34,270.05,283.5525,0.8026628162870075,2024-01-01,2025-06-02
240116CA,1319495204239,145,478.65,332.14,348.747,0.0,2024-01-16,2024-02-21
240116CB,7417081143053,345,46.68,40.1,42.105000000000004,0.7479395604395604,2024-01-16,2024-07-16
240116CC,9133603908014,423,348.85,312.87,328.5135,0.433659217877095,2024-01-16,2024-07-13
241029AA,9471443645365,390,492.25,381.71,400.7955,0.9902669972386853,2024-10-29,2026-02-05
241029AB,3922480347697,359,341.62,268.11,281.51550000000003,0.0,2024-10-29,2024-08-07
241029AC,1489716693439,137,397.04,242.51,254.6355,0.9870485872835726,2024-10-29,2025-02-17
241029AD,4266329572283,8,494.87,438.31,460.2255,0.992740145596591,2024-10-29,2025-04-12
240815CA,1440710811309,85,25.28,20.25,21.2625,0.9088748452441939,2024-08-15,2025-02-14
241109EA,2005707746631,222,488.48,408.55,428.9775,0.9999395176984262,2024-11-09,2026-05-15
241109EB,8650517934553,305,363.42,259.63,272.61150000000004,0.9527344593804004,2024-11-09,2025-06-14
240424AA,3442852944505,161,240.4,145.96,153.258,0.9817708333333334,2024-04-24,2024-04-27
241223DA,9471443645365,51,492.25,442.27,464.3835,0.999755859375,2024-12-23,2025-02-11
241223DB,7417081143053,59,46.68,29.75,31.2375,0.9999632211677133,2024-12-23,2025-08-17
241223DC,3348353436381,263,337.58,228.12,239.526,0.0,2024-12-23,2024-09-19
241223DD,8952577124826,312,112.68,73.05,76.7025,0.999755859375,2024-12-23,2025-09-02
241223DE,2668380592920,308,425.92,264.69,277.9245,0.9999961853027344,2024-12-23,2025-06-01
240906DA,8952577124826,46,112.68,68.09,71.4945,0.5009176013539138,2024-09-06,2024-12-18
241025DA,8650517934553,133,363.42,229.84,241.33200000000002,0.9776222566662707,2024-10-25,2025-11-23
241025DB,1440710811309,355,25.28,19.09,20.0445,0.0,2024-10-25,2024-09-17
241025DC,8650517934553,337,363.42,256.35,269.1675,0.9987840991202599,2024-10-25,2025-10-26
241025DD,7438552944490,236,215.26,169.51,177.9855,0.0,2024-10-25,2024-10-16
240323BA,1530281751828,357,174.5,116.08,121.884,0.720227689958451,2024-03-23,2025-07-23
240323BB,1887140245119,96,47.43,42.68,44.814,0.7617587527713261,2024-03-23,2025-01-13
240323BC,1374644357806,189,202.07,137.22,144.08100000000002,0.9701133943608894,2024-03-23,2024-12-09
240418DA,4887387328514,69,59.52,36.16,37.967999999999996,0.9200330284552846,2024-04-18,2024-08-19
240418DB,5524031117940,364,310.66,202.68,212.81400000000002,0.7534925672743056,2024-04-18,2024-09-09
240418DC,5966087203573,66,467.15,293.66,308.343,0.0,2024-04-18,2024-03-18
240418DD,6768130244551,65,418.41,302.28,317.394,0.9159097909927367,2024-04-18,2026-02-17
240418DE,7417081143053,210,46.68,31.73,33.316500000000005,0.7518183390299479,2024-04-18,2024-07-23
240423DA,1887140245119,157,47.43,33.28,34.944,0.8453432674607333,2024-04-23,2025-11-18
240425EA,9792841352355,415,76.59,46.96,49.308,0.7554619211899607,2024-04-25,2025-05-10
240425EB,1904792486473,81,485.11,344.01,361.2105,0.6597328452797202,2024-04-25,2024-09-15
240425EC,2668380592920,395,425.92,309.66,325.14300000000003,0.9441829293895165,2024-04-25,2025-06-18
240425ED,5756935329189,208,412.49,249.12,261.576,0.4608963815789474,2024-04-25,2024-07-29
240425EE,8650517934553,260,363.42,256.14,268.947,0.5386037274031554,2024-04-25,2025-05-27
240331CA,5112203895591,255,92.99,61.13,64.18650000000001,0.6233692489112148,2024-03-31,2025-02-07
240331CB,9341222702392,293,207.46,149.35,156.8175,0.8990162037037037,2024-03-31,2025-09-22
240331CC,5112203895591,175,92.99,57.74,60.627,0.9287794609592386,2024-03-31,2025-03-31
240331CD,6768130244551,85,418.41,352.53,370.1565,0.7671776723053496,2024-03-31,2025-11-11
240331CE,2974785865598,444,311.37,210.19,220.6995,0.0,2024-03-31,2024-02-22
240405EA,6373646879188,129,289.95,246.6,258.93,0.3608376141552512,2024-04-05,2024-11-10
240405EB,7784851719923,101,21.64,15.7,16.485,0.7236238532110092,2024-04-05,2024-07-23
240405EC,9882839546088,149,245.8,218.95,229.8975,0.7456924568893564,2024-04-05,2024-11-25
240630BA,3019733334840,46,160.71,126.34,132.657,0.4803351546778823,2024-06-30,2024-12-12
240630BB,3442852944505,181,240.4,203.09,213.24450000000002,0.7267551911182892,2024-06-30,2024-09-16
240630BC,8060776080538,177,432.33,300.74,315.77700000000004,0.7714179224727973,2024-06-30,2025-09-30
240630BD,5756935329189,56,412.49,265.55,278.82750000000004,0.9992905608878648,2024-06-30,2025-02-27
240117DA,2168494776151,368,308.87,271.62,285.201,0.5069425679102142,2024-01-17,2024-12-19
240117DB,7111402598169,219,253.79,203.24,213.40200000000002,0.4887640449438202,2024-01-17,2024-04-15
240117DC,1374644357806,356,202.07,164.48,172.704,0.44719291163695846,2024-01-17,2024-10-20
240117DD,9550889811760,72,480.18,349.48,366.954,0.645301083484328,2024-01-17,2024-12-14
240117DE,9320526500374,491,215.58,137.95,144.8475,0.6826923076923077,2024-01-17,2024-02-12
240724EA,6695212836394,218,355.52,311.63,327.2115,0.9905831473214286,2024-07-24,2024-09-18
240724EB,3019733334840,382,160.71,142.35,149.4675,0.75135131229628,2024-07-24,2024-12-22
240724EC,9133603908014,237,348.85,227.97,239.3685,0.9961783206301038,2024-07-24,2025-03-02
240724ED,2081796341037,141,210.19,170.78,179.31900000000002,0.9822243679775281,2024-07-24,2025-01-18
241003CA,1110475018705,382,83.67,52.01,54.6105,0.837734303575881,2024-10-03,2025-04-09
240708EA,1904792486473,279,485.11,386.38,405.699,0.9598551924510669,2024-07-08,2025-10-16
240923EA,8650517934553,125,363.42,273.44,287.112,0.9879737267127404,2024-09-23,2025-04-19
240923EB,8060776080538,203,432.33,333.19,349.84950000000003,0.0,2024-09-23,2024-07-19
240923EC,1366803933780,156,220.48,146.16,153.468,0.9755742992673602,2024-09-23,2026-04-06
240923ED,7009664627837,162,292.8,224.49,235.71450000000002,0.9929836591084797,2024-09-23,2024-12-28
240923EE,3348353436381,187,337.58,204.35,214.5675,0.9865250475077517,2024-09-23,2025-07-17
240508EA,8118777908898,448,28.11,17.57,18.448500000000003,0.0,2024-05-08,2024-02-13
240508EB,8986011122048,240,148.61,110.06,115.563,0.828304724609034,2024-05-08,2025-09-01
240508EC,1440710811309,281,25.28,18.86,19.803,0.7586833055736949,2024-05-08,2025-10-05
240102DA,3442852944505,364,240.4,152.63,160.2615,0.0,2024-01-02,2023-12-18
240102DB,3922480347697,194,341.62,295.4,310.17,0.18333333333333335,2024-01-02,2024-01-17
240102DC,5334981206381,173,328.76,236.93,248.77650000000003,0.7321428571428572,2024-01-02,2024-01-30
240102DD,2676489428461,69,56.63,41.81,43.9005,0.521551724137931,2024-01-02,2024-02-29
240102DE,3801660182303,159,355.28,233.73,245.4165,0.5683367919921876,2024-01-02,2025-08-24
240825EA,7417081143053,70,46.68,38.32,40.236000000000004,0.8711706474002472,2024-08-25,2026-02-07
240825EB,7442652072221,136,325.21,274.13,287.8365,0.9428235764471476,2024-08-25,2025-11-15
240928AA,1885386949733,266,55.98,37.96,39.858000000000004,0.9960917911014041,2024-09-28,2026-05-13
240928AB,5756935329189,385,412.49,357.05,374.90250000000003,0.9824856898581334,2024-09-28,2026-02-26
240526BA,1921407170452,436,121.15,77.07,80.92349999999999,0.7194409746553455,2024-05-26,2025-06-23
240320CA,3019733334840,365,160.71,123.27,129.4335,0.5202454524253732,2024-03-20,2024-05-26
240320CB,9550889811760,240,480.18,344.64,361.872,0.7646774843514683,2024-03-20,2025-05-09
240320CC,6874779065864,155,413.01,267.14,280.497,0.9657979484732824,2024-03-20,2024-07-29
240320CD,5573515979800,167,279.12,212.1,222.705,0.8117318253138075,2024-03-20,2025-07-11
240106AA,9366403560281,222,398.69,323.45,339.6225,0.44046849039345304,2024-01-06,2025-03-23
240307DA,5524031117940,247,310.66,242.15,254.25750000000002,0.6897321428571428,2024-03-07,2024-05-16
240307DB,7438552944490,318,215.26,155.89,163.68449999999999,0.0,2024-03-07,2024-02-03
241101EA,6400454451965,122,424.14,291.24,305.802,0.9452744306144067,2024-11-01,2025-08-23
241101EB,9133603908014,289,348.85,305.92,321.216,0.9785409109933035,2024-11-01,2025-03-21
241217DA,2646305542863,44,83.69,52.43,55.051500000000004,0.99951171875,2024-12-17,2026-07-12
241217DB,5756935329189,331,412.49,345.96,363.258,0.9999923706054688,2024-12-17,2025-04-02
240822AA,9471443645365,196,492.25,441.38,463.449,0.956268765063996,2024-08-22,2025-04-14
240822AB,6695212836394,348,355.52,292.52,307.146,0.0,2024-08-22,2024-08-20
240822AC,9320526500374,157,215.58,132.82,139.461,0.0,2024-08-22,2024-05-13
240822AD,8493556002921,281,403.34,287.42,301.79100000000005,0.9393542860618512,2024-08-22,2026-03-23
240620CA,4852979716602,388,53.02,42.24,44.352000000000004,0.8056248256138393,2024-06-20,2024-10-10
240620CB,1885386949733,174,55.98,49.72,52.206,0.9576805537843107,2024-06-20,2025-12-31
240620CC,8986011122048,411,148.61,122.6,128.73,0.7927599158653846,2024-06-20,2025-05-11
240803AA,3801660182303,51,355.28,277.66,291.54300000000006,0.9665028211805555,2024-08-03,2026-06-09
240803AB,8952577124826,172,112.68,82.01,86.11050000000002,0.9115182976973684,2024-08-03,2025-11-02
240803AC,8118777908898,351,28.11,23.28,24.444000000000003,0.0,2024-08-03,2024-06-28
241104DA,1319495204239,216,478.65,358.33,376.2465,0.999266288649868,2024-11-04,2025-08-15
241104DB,6079913241894,113,479.81,293.59,308.2695,0.0,2024-11-04,2024-10-11
241111AA,7909647285748,234,435.69,287.58,301.959,0.9812866989716527,2024-11-11,2025-08-27
240101AA,1530281751828,225,174.5,153.8,161.49,0.6002747252747254,2024-01-01,2024-04-01
240101AB,4243802214885,297,321.05,226.43,237.75150000000002,0.6012284128289473,2024-01-01,2024-06-01
240101AC,3801660182303,276,355.28,263.33,276.49649999999997,0.0,2024-01-01,2023-10-15
241029CA,5334981206381,391,328.76,232.66,244.293,0.9989048771964857,2024-10-29,2025-09-07
241029CB,5966087203573,251,467.15,353.42,371.091,0.9924581137048193,2024-10-29,2026-03-11
241029CC,3801660182303,291,355.28,316.26,332.073,0.999635211240898,2024-10-29,2026-03-28
241029CD,6373646879188,26,289.95,219.55,230.52750000000003,0.9999887301837127,2024-10-29,2025-11-27
241029CE,1887140245119,130,47.43,33.62,35.301,0.970659437913161,2024-10-29,2025-09-19
240611DA,9882839546088,41,245.8,203.05,213.20250000000001,0.0,2024-06-11,2024-05-29
240611DB,9679955033493,436,31.17,24.26,25.473000000000003,0.4800418951572516,2024-06-11,2024-11-14
240611DC,1921407170452,485,121.15,106.04,111.34200000000001,0.0,2024-06-11,2024-04-22
240611DD,7442652072221,6,325.21,279.25,293.21250000000003,0.7143150763368129,2024-06-11,2025-04-06
240406EA,6079913241894,72,479.81,353.61,371.2905,0.2756105310776654,2024-04-06,2024-10-27
240406EB,9882839546088,288,245.8,194.77,204.50850000000003,0.7830510139465332,2024-04-06,2025-08-31
240406EC,1489716693439,171,397.04,309.6,325.08000000000004,0.5918521521226415,2024-04-06,2024-09-12
240406ED,6079913241894,235,479.81,402.13,422.23650000000004,0.6845281862745098,2024-04-06,2025-08-29
240406EE,2646305542863,21,83.69,54.4,57.12,0.6738765869140625,2024-04-06,2024-12-12
240126AA,1440710811309,366,25.28,17.59,18.4695,0.7511992665518702,2024-01-26,2025-04-22
241018AA,7784851719923,445,21.64,18.66,19.593,0.9740862165178572,2024-10-18,2025-05-02
241018AB,5573515979800,305,279.12,201.34,211.407,0.809277986225329,2024-10-18,2024-12-14
241018AC,1319495204239,293,478.65,384.66,403.89300000000003,0.9999923706054688,2024-10-18,2024-11-29
241018AD,6400454451965,400,424.14,358.69,376.6245,0.9993709642059949,2024-10-18,2026-05-29
240613EA,1489716693439,440,397.04,332.94,349.587,0.9289634474392595,2024-06-13,2025-05-27
240613EB,3046223091366,179,373.29,268.53,281.9565,0.0,2024-06-13,2024-05-20
240613EC,5112203895591,427,92.99,76.57,80.3985,0.7220682895217334,2024-06-13,2025-06-01
241205DA,7193208938982,73,75.87,64.56,67.78800000000001,0.9871415438717359,2024-12-05,2026-07-12
241205DB,3046223091366,407,373.29,232.26,243.873,0.9973957141240437,2024-12-05,2025-04-16
241205DC,2764870889303,156,485.66,406.94,427.28700000000003,0.0,2024-12-05,2024-11-30
241205DD,2005707746631,378,488.48,420.37,441.3885,0.9999986183949006,2024-12-05,2025-01-13
241221EA,1319495204239,454,478.65,314.99,330.7395,0.99951171875,2024-12-21,2026-01-17
241221EB,9792841352355,350,76.59,50.9,53.445,0.99951171875,2024-12-21,2025-12-09
240330AA,3442852944505,143,240.4,156.79,164.6295,0.6403418404715402,2024-03-30,2025-04-19
240330AB,1319495204239,299,478.65,411.56,432.13800000000003,0.777768276524886,2024-03-30,2025-05-22
240711AA,5573515979800,417,279.12,213.66,224.34300000000002,0.8729819537102059,2024-07-11,2025-12-27
240711AB,8562587170545,408,327.95,241.82,253.911,0.9811479014966955,2024-07-11,2025-01-26
240711AC,7477584351590,171,309.82,229.57,241.0485,0.7150222614247311,2024-07-11,2025-07-18
240711AD,9366403560281,289,398.69,353.81,371.50050000000005,0.9406605113636364,2024-07-11,2025-02-16
241122AA,9471443645365,399,492.25,298.18,313.089,0.983929653825431,2024-11-22,2025-09-08
241122AB,1440710811309,151,25.28,22.37,23.488500000000002,0.9929507658443348,2024-11-22,2025-12-01
241122AC,5112203895591,352,92.99,71.23,74.79150000000001,0.9998401363953849,2024-11-22,2025-04-22
241122AD,1530281751828,117,174.5,130.86,137.40300000000002,0.9999923706054688,2024-11-22,2025-07-18
241122AE,2168494776151,362,308.87,234.94,246.687,0.9999999465249109,2024-11-22,2026-06-09
240423CA,3000161243260,386,242.45,172.6,181.23,0.769148926507859,2024-04-23,2025-06-17
240522DA,4651387619190,340,181.26,159.08,167.03400000000002,0.9167069372852233,2024-05-22,2025-03-09
240522DB,1110475018705,75,83.67,73.93,77.62650000000001,0.9021017999932317,2024-05-22,2025-10-09
240522DC,2974785865598,30,311.37,267.65,281.03249999999997,0.967190083116293,2024-05-22,2025-08-29
240522DD,9679955033493,441,31.17,23.63,24.8115,0.8595783488059785,2024-05-22,2026-01-23
240401AA,9550889811760,4,480.18,329.93,346.42650000000003,0.7596512461096291,2024-04-01,2024-12-03
240401AB,7534112261015,204,295.41,229.11,240.56550000000001,0.8283568864623552,2024-04-01,2025-09-01
240401AC,7909647285748,190,435.69,309.61,325.0905,0.782184689543968,2024-04-01,2024-09-20
240401AD,6079913241894,202,479.81,377.07,395.9235,0.810483870967742,2024-04-01,2024-05-02
240710AA,3348353436381,299,337.58,298.14,313.047,0.99609375,2024-07-10,2024-07-20
240710AB,8295015923248,412,460.74,294.98,309.72900000000004,0.6462617761948529,2024-07-10,2025-07-19
241217DA,5966087203573,454,467.15,397.27,417.1335,0.0,2024-12-17,2024-12-10
241217DB,4887387328514,130,59.52,44.49,46.7145,0.9997408910052766,2024-12-17,2026-04-17
241217DC,8493556002921,330,403.34,347.84,365.23199999999997,0.0,2024-12-17,2024-12-02
241217DD,6373646879188,229,289.95,237.09,248.9445,0.9999997615814209,2024-12-17,2025-06-15
241217DE,7442652072221,340,325.21,240.83,252.87150000000003,0.999969482421875,2024-12-17,2026-04-03
241221EA,6079913241894,226,479.81,341.76,358.848,0.9999720820674189,2024-12-21,2026-06-14
241221EB,7417081143053,153,46.68,41.18,43.239000000000004,0.0,2024-12-21,2024-12-13
241221EC,5723787941699,0,292.84,184.92,194.166,0.9999995231628418,2024-12-21,2025-04-15
241227BA,3270110394259,431,276.68,187.53,196.90650000000002,0.9999998807907104,2024-12-27,2025-08-03
241227BB,9882839546088,311,245.8,164.42,172.641,0.0,2024-12-27,2024-12-18
241227BC,1530281751828,234,174.5,116.55,122.3775,0.99609375,2024-12-27,2026-09-20
241227BD,5573515979800,167,279.12,195.45,205.2225,0.0,2024-12-27,2024-09-14
241227BE,8068700962471,151,308.95,213.47,224.14350000000002,0.999969482421875,2024-12-27,2026-04-03
241202AA,8295015923248,117,460.74,389.5,408.975,0.959355951665522,2024-12-02,2025-09-01
240806BA,4264705587768,99,305.69,221.55,232.62750000000003,0.9943984683327338,2024-08-06,2026-03-10
240806BB,2676489428461,382,56.63,50.25,52.7625,0.0,2024-08-06,2024-05-11
240806BC,9320526500374,29,215.58,150.23,157.7415,0.9386595829615686,2024-08-06,2025-07-31
240806BD,9341222702392,264,207.46,169.63,178.1115,0.9512215408624387,2024-08-06,2025-04-18
240824AA,1110475018705,325,83.67,58.8,61.74,0.99993896484375,2024-08-24,2024-09-02
240824AB,7534112261015,300,295.41,256.51,269.3355,0.6987898084852431,2024-08-24,2025-03-28
240824AC,5334981206381,210,328.76,263.54,276.71700000000004,0.9999653886004192,2024-08-24,2024-10-04
240824AD,4651387619190,289,181.26,122.44,128.562,0.9688297193877551,2024-08-24,2025-09-20
240824AE,9320526500374,326,215.58,136.3,143.115,0.9304698408998515,2024-08-24,2025-04-02
240702DA,7193208938982,361,75.87,61.39,64.4595,0.9654087202448676,2024-07-02,2026-03-12
240702DB,2676489428461,248,56.63,43.09,45.2445,0.0,2024-07-02,2024-06-09
240702DC,6695212836394,265,355.52,243.21,255.37050000000002,0.9876849642666903,2024-07-02,2026-01-03
240421AA,7784851719923,138,21.64,16.43,17.2515,0.9626522992880604,2024-04-21,2025-10-07
240421AB,7438552944490,359,215.26,142.53,149.6565,0.9436774168039043,2024-04-21,2025-05-15
240421AC,8952577124826,286,112.68,90.1,94.605,0.5346347958433861,2024-04-21,2024-11-11
240630BA,6768130244551,300,418.41,291.5,306.075,0.9370889244749905,2024-06-30,2026-03-18
241001BA,7009664627837,354,292.8,190.63,200.1615,0.9979706268768769,2024-10-01,2025-08-30
240825EA,2168494776151,355,308.87,240.91,252.9555,0.7742485495174632,2024-08-25,2024-11-18
240825EB,9320526500374,165,215.58,155.3,163.06500000000003,0.9926434634776597,2024-08-25,2025-05-19
240825EC,9341222702392,238,207.46,154.43,162.15150000000003,0.9483008703686566,2024-08-25,2026-03-31
240825ED,4799124724315,286,181.18,150.65,158.1825,0.9397879557767574,2024-08-25,2026-01-20
240825EE,1081846168108,390,431.55,278.63,292.5615,0.837351156428536,2024-08-25,2025-09-03
240913AA,9133603908014,196,348.85,280.5,294.52500000000003,0.96875,2024-09-13,2024-09-19
241122EA,7009664627837,167,292.8,230.36,241.87800000000001,0.9995007637219551,2024-11-22,2025-09-30
241122EB,2764870889303,288,485.66,389.26,408.723,0.0,2024-11-22,2024-10-01
241122EC,9882839546088,185,245.8,149.56,157.038,0.0,2024-11-22,2024-10-03
240322DA,5112203895591,79,92.99,79.36,83.328,0.7813145152309484,2024-03-22,2025-12-09
240322DB,8118777908898,377,28.11,21.42,22.491000000000003,0.8671155015961463,2024-03-22,2025-11-07
240322DC,1885386949733,349,55.98,42.79,44.929500000000004,0.651918627071089,2024-03-22,2025-02-12
240322DD,9792841352355,123,76.59,49.31,51.77550000000001,0.6922738882211539,2024-03-22,2024-07-30
240408EA,6079913241894,355,479.81,385.6,404.88000000000005,0.9354409709225009,2024-04-08,2025-10-17
240408EB,9882839546088,60,245.8,149.18,156.639,0.8867523816167092,2024-04-08,2025-01-27
240819BA,3442852944505,361,240.4,163.99,172.1895,0.943475376475941,2024-08-19,2026-04-27
240819BB,9133603908014,216,348.85,296.16,310.968,0.5698154994419643,2024-08-19,2024-12-09
240819BC,4887387328514,284,59.52,37.54,39.417,0.9999948595390945,2024-08-19,2025-06-20
241231BA,4266329572283,158,494.87,410.41,430.93050000000005,0.9999995231628418,2024-12-31,2026-01-06
241231BB,7009664627837,263,292.8,259.09,272.04449999999997,0.9999923706054688,2024-12-31,2026-06-07
240615EA,3000161243260,138,242.45,159.9,167.895,0.8201595865446946,2024-06-15,2024-11-07
240615EB,2668380592920,359,425.92,334.84,351.582,0.9888209639674556,2024-06-15,2025-12-15
240615EC,5656234314111,368,497.03,430.39,451.9095,0.9280028927524584,2024-06-15,2026-04-07
240615ED,3000161243260,199,242.45,201.66,211.743,0.8721485844364874,2024-06-15,2024-10-01
240817AA,5524031117940,303,310.66,257.47,270.34350000000006,0.7927234996448864,2024-08-17,2025-03-25
240817AB,4264705587768,193,305.69,272.05,285.65250000000003,0.9965306446580232,2024-08-17,2026-04-06
240107DA,6400454451965,9,424.14,259.77,272.75849999999997,0.5939633224896275,2024-01-07,2025-07-01
240311AA,9133603908014,412,348.85,304.73,319.96650000000005,0.0,2024-03-11,2024-02-23
241002DA,2646305542863,37,83.69,54.28,56.99400000000001,0.7803262850133383,2024-10-02,2025-02-02
241002DB,7477584351590,67,309.82,217.09,227.9445,0.8993875318957913,2024-10-02,2026-01-10
