Txn ID,TimeStamp,Gender of Buyer,Shipment Attribution,Barcode,Selling Price,Quantity
T0315,2024-03-06 16:31,Male,240926AA,6695212836394,327.01,5
T0315,2024-03-06 16:31,Male,241129AD,7534112261015,292.12,5
T0315,2024-03-06 16:31,Male,241223CD,4266329572283,449.39,1
T0315,2024-03-06 16:31,Male,241028BA,2081796341037,190.61,5
T0316,2024-03-19 15:36,Male,241018AA,1885386949733,52.61,3
T0316,2024-03-19 15:36,Male,240305EA,1440710811309,23.4,5
T0316,2024-03-19 15:36,Male,240107DA,6400454451965,383.24,5
T0317,2024-10-07 12:39,Male,240510AA,2168494776151,308.04,3
T0317,2024-10-07 12:39,Male,240603EB,1319495204239,452.56,1
T0317,2024-10-07 12:39,Male,240702CB,6695212836394,345.58,4
T0318,2024-09-05 18:57,Male,240928BA,9133603908014,327.4,4
T0318,2024-09-05 18:57,Male,240414BA,4887387328514,59.29,4
T0318,2024-09-05 18:57,Male,241011DA,5573515979800,256.6,5
T0319,2024-11-07 17:58,Male,241026CB,3348353436381,337.25,2
T0319,2024-11-07 17:58,Male,240504EE,6079913241894,456.78,4
T0319,2024-11-07 17:58,Male,240424EC,1366803933780,199.37,5
T0319,2024-11-07 17:58,Male,241023DB,1374644357806,189.69,2
T0320,2024-04-20 14:47,Female,240527BA,1921407170452,106.0,4
T0321,2024-01-18 16:28,Male,240724EC,9133603908014,328.75,4
T0321,2024-01-18 16:28,Male,240529ED,3442852944505,219.75,3
T0322,2024-01-25 18:52,Female,240918EA,1885386949733,54.45,1
T0322,2024-01-25 18:52,Female,241025DA,8650517934553,346.46,1
T0322,2024-01-25 18:52,Female,241009BA,7534112261015,273.65,1
T0322,2024-01-25 18:52,Female,241122AC,5112203895591,86.03,2
T0322,2024-01-25 18:52,Female,240321EC,8060776080538,406.74,4
T0323,2024-02-23 16:53,Female,240709BB,4799124724315,172.76,4
T0323,2024-02-23 16:53,Female,240118CC,3019733334840,151.92,3
T0323,2024-02-23 16:53,Female,240328AE,1489716693439,369.95,2
T0323,2024-02-23 16:53,Female,241218AC,8952577124826,102.81,2
T0324,2024-04-25 10:19,Female,240613EB,3046223091366,342.01,3
T0325,2024-01-09 14:09,Male,241028BA,2081796341037,198.39,5
T0325,2024-01-09 14:09,Male,240722EA,3801660182303,340.79,5
T0325,2024-01-09 14:09,Male,240211AA,2168494776151,281.53,5
T0325,2024-01-09 14:09,Male,240115EA,5656234314111,490.83,4
T0325,2024-01-09 14:09,Male,240805ED,2668380592920,391.39,3
T0325,2024-01-09 14:09,Male,240107EB,3922480347697,309.81,4
T0326,2024-02-07 16:16,Female,240420CA,7538675410397,215.9,3
T0326,2024-02-07 16:16,Female,240109BE,2646305542863,80.13,4
T0326,2024-02-07 16:16,Female,240918DB,1921407170452,120.21,4
T0327,2024-03-18 17:49,Female,241026CD,2646305542863,80.12,4
T0328,2024-05-01 17:06,Female,241207EE,7784851719923,20.02,5
T0328,2024-05-01 17:06,Female,240504EB,9366403560281,369.54,2
T0328,2024-05-01 17:06,Female,240823AB,8952577124826,110.95,4
T0328,2024-05-01 17:06,Female,240729BA,9099746266551,409.97,4
T0329,2024-03-08 20:19,Male,240128AE,7193208938982,74.73,3
T0330,2024-02-13 21:27,Female,241230CB,3019733334840,148.57,4
T0330,2024-02-13 21:27,Female,241212DB,4264705587768,287.25,4
T0330,2024-02-13 21:27,Female,240116DA,7909647285748,422.34,4
T0330,2024-02-13 21:27,Female,240719DA,1374644357806,201.0,1
T0330,2024-02-13 21:27,Female,240523AD,4243802214885,318.85,1
T0330,2024-02-13 21:27,Female,240817AA,5524031117940,293.41,3
T0330,2024-02-13 21:27,Female,241019CC,5966087203573,436.5,4
T0330,2024-02-13 21:27,Female,240116BC,3270110394259,257.51,3
T0331,2024-07-02 16:17,Female,241202EA,7538675410397,217.86,1
T0331,2024-07-02 16:17,Female,240406EA,6079913241894,446.34,2
T0331,2024-07-02 16:17,Female,240715AC,7534112261015,283.79,4
T0331,2024-07-02 16:17,Female,240824AD,4651387619190,163.95,3
T0332,2024-09-12 19:21,Female,241018AA,7784851719923,19.83,5
T0332,2024-09-12 19:21,Female,241011DC,9133603908014,336.9,3
T0332,2024-09-12 19:21,Female,240126BB,4264705587768,285.96,3
T0332,2024-09-12 19:21,Female,240322DB,8118777908898,27.26,4
T0332,2024-09-12 19:21,Female,240110CA,3046223091366,346.78,2
T0333,2024-11-18 14:48,Female,240408EA,6079913241894,443.08,4
T0333,2024-11-18 14:48,Female,240417BC,7534112261015,279.34,2
T0334,2024-10-04 13:16,Female,240705EB,3801660182303,349.31,5
T0334,2024-10-04 13:16,Female,240128BA,2764870889303,476.16,3
T0335,2024-04-01 14:25,Female,240907DC,9679955033493,29.2,3
T0335,2024-04-01 14:25,Female,241126CA,5334981206381,314.24,1
T0335,2024-04-01 14:25,Female,240427BA,3046223091366,364.71,5
T0335,2024-04-01 14:25,Female,240822EA,8295015923248,431.5,4
T0335,2024-04-01 14:25,Female,241110AD,7193208938982,69.93,1
T0335,2024-04-01 14:25,Female,240429DB,5524031117940,288.15,3
T0335,2024-04-01 14:25,Female,241002DA,2646305542863,76.82,2
T0336,2024-12-10 13:45,Female,241025DC,8650517934553,335.18,5
T0337,2024-01-15 09:35,Male,240414ED,2005707746631,446.3,2
T0337,2024-01-15 09:35,Male,240323EC,6874779065864,380.27,2
T0337,2024-01-15 09:35,Male,240424ED,6695212836394,343.37,5
T0338,2024-04-19 13:16,Male,240101CC,6079913241894,438.95,1
T0338,2024-04-19 13:16,Male,240322DC,1885386949733,52.35,1
T0338,2024-04-19 13:16,Male,240527DB,4264705587768,277.78,3
T0339,2024-09-19 17:48,Female,241231BB,7009664627837,291.33,5
T0339,2024-09-19 17:48,Female,240729AC,2974785865598,308.27,2
T0339,2024-09-19 17:48,Female,240405BB,1081846168108,389.18,2
T0340,2024-10-03 12:32,Male,240811EB,8562587170545,322.55,5
T0341,2024-01-11 18:51,Female,240824BE,4887387328514,59.39,4
T0341,2024-01-11 18:51,Female,240724EB,3019733334840,157.01,2
T0341,2024-01-11 18:51,Female,240823BC,7534112261015,288.77,3
T0341,2024-01-11 18:51,Female,240215DC,2168494776151,290.45,2
T0342,2024-10-17 11:12,Male,240203BB,4264705587768,286.95,1
T0342,2024-10-17 11:12,Male,241022AA,7009664627837,290.45,4
T0342,2024-10-17 11:12,Male,241217DC,8493556002921,381.32,1
T0343,2024-08-05 13:56,Female,240402AA,9320526500374,199.4,5
T0344,2024-06-13 15:32,Female,240418DB,5524031117940,302.66,1
T0344,2024-06-13 15:32,Female,240203BD,3442852944505,229.41,3
T0345,2024-08-19 17:54,Male,241229CA,8650517934553,345.24,3
T0345,2024-08-19 17:54,Male,241126AC,7111402598169,234.3,4
T0345,2024-08-19 17:54,Male,240510AA,2168494776151,292.65,3
T0346,2024-08-14 17:46,Male,240529ED,3442852944505,238.37,3
T0346,2024-08-14 17:46,Male,240625CB,5756935329189,397.35,1
T0347,2024-02-05 18:20,Male,240630BB,3442852944505,216.73,1
T0347,2024-02-05 18:20,Male,240921EC,7118631998839,107.22,5
T0347,2024-02-05 18:20,Male,240724EB,1110475018705,76.37,3
T0347,2024-02-05 18:20,Male,240528AB,3442852944505,230.78,4
T0347,2024-02-05 18:20,Male,240227BA,9366403560281,391.94,3
T0347,2024-02-05 18:20,Male,240730DB,4243802214885,297.27,5
T0348,2024-11-04 15:18,Male,240620EC,1489716693439,380.48,3
T0348,2024-11-04 15:18,Male,240827BB,7417081143053,45.91,1
T0348,2024-11-04 15:18,Male,240805EC,6874779065864,395.3,2
T0349,2024-08-21 20:41,Male,240615AB,7417081143053,45.75,1
T0349,2024-08-21 20:41,Male,240115EC,6079913241894,447.73,1
T0349,2024-08-21 20:41,Male,240824AA,1110475018705,82.1,3
T0350,2024-12-23 19:27,Female,241207EC,9341222702392,197.39,3
T0350,2024-12-23 19:27,Female,241231DB,6373646879188,262.89,2
T0350,2024-12-23 19:27,Female,240629AB,2668380592920,398.09,2
T0350,2024-12-23 19:27,Female,240128AE,7193208938982,73.42,3
T0350,2024-12-23 19:27,Female,241226BA,6768130244551,395.77,3
T0351,2024-12-05 18:46,Female,240429DA,5112203895591,85.37,2
T0352,2024-11-07 14:58,Male,241122EC,3019733334840,151.46,2
T0352,2024-11-07 14:58,Male,240322DA,5112203895591,90.31,3
T0352,2024-11-07 14:58,Male,240414BB,5656234314111,470.64,5
T0352,2024-11-07 14:58,Male,240912CC,3046223091366,364.15,5
T0353,2024-05-08 14:02,Male,240301ED,4799124724315,175.33,1
T0353,2024-05-08 14:02,Male,240102CB,8118777908898,27.91,1
T0353,2024-05-08 14:02,Male,240516EE,8118777908898,27.54,3
T0353,2024-05-08 14:02,Male,240308BE,2668380592920,407.23,5
T0353,2024-05-08 14:02,Male,240705EC,5334981206381,299.12,2
T0353,2024-05-08 14:02,Male,240630BC,8060776080538,406.42,5
T0353,2024-05-08 14:02,Male,240402AD,5656234314111,467.83,1
T0354,2024-01-20 10:22,Male,240416AB,6768130244551,365.54,5
T0354,2024-01-20 10:22,Male,241207EB,9099746266551,402.28,4
T0354,2024-01-20 10:22,Male,240531BC,9366403560281,353.85,1
T0355,2024-07-19 14:27,Male,241213EB,8650517934553,347.37,2
T0355,2024-07-19 14:27,Male,240425CD,4852979716602,51.43,4
T0355,2024-07-19 14:27,Male,241019AC,3270110394259,273.23,2
T0356,2024-07-19 16:42,Female,240320EA,2668380592920,410.14,2
T0356,2024-07-19 16:42,Female,241004EA,1440710811309,24.29,3
T0357,2024-07-25 14:05,Male,240109BE,2646305542863,82.25,2
T0357,2024-07-25 14:05,Male,240116BA,5723787941699,285.89,3
T0357,2024-07-25 14:05,Male,240901CA,1319495204239,456.24,4
T0357,2024-07-25 14:05,Male,240521CA,8118777908898,27.44,3
T0358,2024-02-19 11:35,Male,240528AE,8986011122048,141.12,2
T0358,2024-02-19 11:35,Male,241111CA,2646305542863,79.67,2
T0358,2024-02-19 11:35,Male,241122AD,1530281751828,162.38,2
T0359,2024-06-14 15:53,Male,240914CA,3000161243260,240.62,3
T0360,2024-03-01 16:57,Female,240402EB,9471443645365,461.83,5
T0360,2024-03-01 16:57,Female,240823AC,9679955033493,30.11,2
T0360,2024-03-01 16:57,Female,240425EE,8650517934553,341.09,1
T0360,2024-03-01 16:57,Female,241205DD,2005707746631,441.39,1
T0360,2024-03-01 16:57,Female,241217CA,9341222702392,196.6,4
T0361,2024-11-14 15:29,Female,240827BB,7417081143053,44.4,1
T0361,2024-11-14 15:29,Female,240806BA,4264705587768,293.8,5
T0361,2024-11-14 15:29,Female,241029CD,6373646879188,274.39,1
T0361,2024-11-14 15:29,Female,241231BB,7009664627837,285.58,3
T0362,2024-04-10 21:14,Male,240508EB,8986011122048,139.86,2
T0363,2024-02-05 18:39,Male,240819BA,3442852944505,222.44,4
T0364,2024-01-01 15:26,Male,241217DC,8493556002921,380.42,3
T0364,2024-01-01 15:26,Male,240420CB,9792841352355,70.31,4
T0365,2024-01-08 13:50,Female,241110AC,2646305542863,77.57,3
T0366,2024-03-12 14:28,Female,240519CA,2676489428461,55.37,5
T0367,2024-02-09 15:02,Male,240402BB,2005707746631,444.01,5
T0368,2024-01-04 21:38,Male,240504AA,7118631998839,107.35,2
T0368,2024-01-04 21:38,Male,240522DD,9679955033493,29.85,1
T0368,2024-01-04 21:38,Male,241019AC,3270110394259,255.67,4
T0368,2024-01-04 21:38,Male,241218AB,8295015923248,449.14,2
T0368,2024-01-04 21:38,Male,240321EC,8060776080538,426.22,2
T0368,2024-01-04 21:38,Male,240627DA,2668380592920,389.55,1
T0368,2024-01-04 21:38,Male,240726DA,3922480347697,334.06,3
T0369,2024-06-14 16:27,Male,240805EB,8295015923248,433.15,1
T0369,2024-06-14 16:27,Male,240620EA,1489716693439,386.12,4
T0369,2024-06-14 16:27,Male,240729AC,2974785865598,306.95,3
T0369,2024-06-14 16:27,Male,240620CC,8986011122048,144.58,3
T0369,2024-06-14 16:27,Male,240127CD,7538675410397,207.81,4
T0369,2024-06-14 16:27,Male,240827BC,4243802214885,303.77,3
T0370,2024-04-18 11:07,Female,240101AA,6400454451965,392.94,1
T0371,2024-01-05 21:57,Male,240403EB,1489716693439,379.97,4
T0371,2024-01-05 21:57,Male,240812BC,7417081143053,46.51,5
T0371,2024-01-05 21:57,Male,240305AC,9550889811760,439.12,1
T0371,2024-01-05 21:57,Male,241207BB,1374644357806,185.06,1
T0371,2024-01-05 21:57,Male,240613EA,1489716693439,373.92,2
T0371,2024-01-05 21:57,Male,240416AD,7111402598169,245.08,5
T0372,2024-03-20 14:51,Male,240228DB,1319495204239,460.69,2
T0372,2024-03-20 14:51,Male,241018AD,7538675410397,204.28,3
T0372,2024-03-20 14:51,Male,241129DC,8060776080538,413.42,5
T0372,2024-03-20 14:51,Male,241109EB,8650517934553,334.42,4
T0373,2024-08-20 18:07,Male,241207EB,9099746266551,443.79,1
T0373,2024-08-20 18:07,Male,241008DA,7784851719923,19.5,5
T0374,2024-10-19 17:03,Female,240527BA,1921407170452,103.8,2
T0374,2024-10-19 17:03,Female,240531BB,9550889811760,435.22,5
T0374,2024-10-19 17:03,Female,240320BA,7118631998839,111.68,3
T0375,2024-05-01 21:28,Male,240116CB,7417081143053,43.14,1
T0375,2024-05-01 21:28,Male,240818CA,7442652072221,320.14,2
T0375,2024-05-01 21:28,Male,240602CB,8650517934553,333.73,3
T0375,2024-05-01 21:28,Male,240427DB,3348353436381,334.0,2
T0375,2024-05-01 21:28,Male,240930CC,9882839546088,242.25,3
T0375,2024-05-01 21:28,Male,240210EB,5573515979800,255.65,2
T0375,2024-05-01 21:28,Male,241026CC,9320526500374,209.68,5
T0375,2024-05-01 21:28,Male,240521CD,4852979716602,49.88,2
T0376,2024-07-22 16:39,Female,241223BB,1110475018705,78.49,3
T0376,2024-07-22 16:39,Female,240126AC,1374644357806,185.06,1
T0376,2024-07-22 16:39,Female,240418DB,5524031117940,283.55,2
T0376,2024-07-22 16:39,Female,240306DB,3046223091366,367.04,1
T0376,2024-07-22 16:39,Female,240425CE,7009664627837,266.08,1
T0377,2024-09-23 19:28,Male,240416AB,6768130244551,382.35,3
T0378,2024-09-20 15:30,Male,240625CA,7417081143053,43.77,3
T0378,2024-09-20 15:30,Male,240527DB,6079913241894,466.65,4
T0378,2024-09-20 15:30,Male,240221AC,7438552944490,210.69,4
T0379,2024-05-01 16:23,Male,241008DD,9471443645365,443.32,1
T0380,2024-02-09 20:41,Female,240415EA,7417081143053,45.5,2
T0380,2024-02-09 20:41,Female,240711AB,8562587170545,310.69,5
T0380,2024-02-09 20:41,Female,241126CC,2974785865598,291.83,1
T0380,2024-02-09 20:41,Female,240212AA,3270110394259,259.24,1
T0380,2024-02-09 20:41,Female,241225BB,4243802214885,296.73,1
T0380,2024-02-09 20:41,Female,240127CD,7538675410397,207.81,4
T0381,2024-09-02 20:08,Male,241122AB,1440710811309,24.39,4
T0381,2024-09-02 20:08,Male,240827BE,7009664627837,273.08,5
T0382,2024-10-23 16:35,Male,240802CC,8986011122048,133.92,2
T0382,2024-10-23 16:35,Male,240914DD,5573515979800,277.53,1
T0383,2024-04-10 20:51,Male,241227CD,7438552944490,210.54,3
T0384,2024-07-02 19:12,Male,240503CA,1366803933780,211.44,3
T0384,2024-07-02 19:12,Male,240825EE,1081846168108,400.33,4
T0384,2024-07-02 19:12,Male,241008DA,7784851719923,19.87,5
T0384,2024-07-02 19:12,Male,241221EA,6079913241894,448.31,4
T0385,2024-03-07 13:29,Male,241128EB,7009664627837,275.55,1
T0385,2024-03-07 13:29,Male,240523AE,2974785865598,288.67,5
T0385,2024-03-07 13:29,Male,240720BB,3442852944505,221.7,3
T0385,2024-03-07 13:29,Male,240528AD,2764870889303,474.07,2
T0386,2024-07-10 17:44,Female,240709BA,1904792486473,455.98,3
T0387,2024-10-14 12:18,Female,240425CA,4266329572283,472.48,3
T0387,2024-10-14 12:18,Female,241008DA,7784851719923,20.51,4
T0387,2024-10-14 12:18,Female,241001BA,7009664627837,271.89,3
T0387,2024-10-14 12:18,Female,240607DA,1110475018705,78.43,2
T0387,2024-10-14 12:18,Female,240406EA,6079913241894,474.77,4
T0388,2024-06-19 18:49,Female,240908AA,8118777908898,26.5,1
T0388,2024-06-19 18:49,Female,240107DA,6400454451965,408.83,2
T0388,2024-06-19 18:49,Female,241129AA,9471443645365,462.66,5
T0389,2024-09-20 17:24,Male,240301EB,6768130244551,409.02,5
T0389,2024-09-20 17:24,Male,240627EC,1530281751828,161.72,3
T0390,2024-04-17 16:41,Female,240516EB,3348353436381,326.2,5
T0390,2024-04-17 16:41,Female,240617AB,1489716693439,392.67,2
T0390,2024-04-17 16:41,Female,240520DA,7477584351590,292.67,3
T0391,2024-02-02 17:09,Female,240529ED,3442852944505,220.94,1
T0391,2024-02-02 17:09,Female,240527DA,6400454451965,420.29,1
T0391,2024-02-02 17:09,Female,241217DB,5756935329189,375.94,2
T0391,2024-02-02 17:09,Female,240516EC,2974785865598,291.76,5
T0391,2024-02-02 17:09,Female,240901CA,1319495204239,469.46,2
T0392,2024-06-14 14:00,Male,240822EB,9882839546088,227.26,4
T0392,2024-06-14 14:00,Male,240806BC,9320526500374,198.18,4
T0393,2024-05-06 21:43,Male,240503DA,7118631998839,104.42,3
T0394,2024-02-01 17:18,Female,240926AA,6695212836394,355.31,2
T0395,2024-01-08 19:04,Male,240504EA,7909647285748,428.23,2
T0395,2024-01-08 19:04,Male,240821CE,4426249772873,45.44,4
T0396,2024-08-13 17:51,Female,240814EB,1904792486473,462.37,2
T0397,2024-02-19 16:06,Female,240527BD,8493556002921,382.92,3
T0397,2024-02-19 16:06,Female,240221AB,4887387328514,56.97,5
T0397,2024-02-19 16:06,Female,240403EA,6079913241894,459.26,4
T0397,2024-02-19 16:06,Female,240630BA,6768130244551,410.5,3
T0397,2024-02-19 16:06,Female,240529EC,9792841352355,74.55,3
T0398,2024-08-07 18:35,Female,240305ED,9679955033493,30.24,4
T0399,2024-05-12 15:13,Female,241014EE,9133603908014,321.45,3
T0399,2024-05-12 15:13,Female,241018AC,6874779065864,401.49,1
T0399,2024-05-12 15:13,Female,240912CA,3019733334840,136.38,4
T0399,2024-05-12 15:13,Female,241129AB,8493556002921,365.98,5
T0400,2024-10-11 15:19,Female,240914CB,4852979716602,49.5,5
T0401,2024-04-10 14:37,Male,240907CE,1921407170452,117.84,5
T0401,2024-04-10 14:37,Male,241219EA,9679955033493,31.15,1
T0401,2024-04-10 14:37,Male,240508EC,1440710811309,23.61,4
T0401,2024-04-10 14:37,Male,240730DA,5334981206381,303.85,5
T0402,2024-01-25 21:42,Female,240729CB,1530281751828,164.48,5
T0402,2024-01-25 21:42,Female,241014ED,9341222702392,194.03,5
T0403,2024-03-06 17:40,Female,240403ED,8650517934553,345.88,2
T0403,2024-03-06 17:40,Female,241019AC,3270110394259,267.2,4
T0403,2024-03-06 17:40,Female,241128EB,7009664627837,277.67,2
T0403,2024-03-06 17:40,Female,241202DA,7477584351590,299.89,3
T0403,2024-03-06 17:40,Female,241119EB,9679955033493,28.65,2
T0403,2024-03-06 17:40,Female,240911EA,9550889811760,470.5,4
T0404,2024-02-06 19:16,Female,240226AA,2974785865598,292.82,3
T0404,2024-02-06 19:16,Female,241020AA,6079913241894,455.77,4
T0405,2024-06-17 16:44,Male,240504EB,7784851719923,21.35,5
T0405,2024-06-17 16:44,Male,241129CD,3922480347697,309.82,1
T0405,2024-06-17 16:44,Male,241207ED,5966087203573,462.62,4
T0405,2024-06-17 16:44,Male,240818AD,9341222702392,204.62,4
T0405,2024-06-17 16:44,Male,240212AA,1081846168108,420.96,5
T0405,2024-06-17 16:44,Male,240218AC,8295015923248,427.62,5
T0405,2024-06-17 16:44,Male,240718AB,9099746266551,416.5,1
T0406,2024-06-29 16:18,Female,240811BC,1374644357806,194.06,4
T0406,2024-06-29 16:18,Female,241004AA,6400454451965,370.09,1
T0406,2024-06-29 16:18,Female,240305AC,9550889811760,412.19,4
T0406,2024-06-29 16:18,Female,240403EA,6079913241894,457.62,1
T0406,2024-06-29 16:18,Female,240714AA,9882839546088,214.82,4
T0406,2024-06-29 16:18,Female,241126AC,7111402598169,232.62,1
T0407,2024-10-10 17:41,Female,241223BB,1110475018705,83.62,1
T0407,2024-10-10 17:41,Female,240329CB,2974785865598,283.53,1
T0407,2024-10-10 17:41,Female,240629AC,2081796341037,201.0,5
T0408,2024-09-05 13:00,Female,241124EA,2168494776151,300.11,3
T0408,2024-09-05 13:00,Female,240602CB,8650517934553,349.47,2
T0409,2024-04-15 19:56,Female,240109BE,2646305542863,83.53,2
T0410,2024-11-14 12:10,Female,240403EB,1489716693439,358.29,3
T0410,2024-11-14 12:10,Female,241007CC,1366803933780,219.29,3
T0410,2024-11-14 12:10,Female,241001CB,3801660182303,328.06,3
T0411,2024-05-21 18:46,Female,240802DB,5723787941699,290.94,2
T0412,2024-06-12 14:07,Male,241027CA,7193208938982,69.48,1
T0412,2024-06-12 14:07,Male,240418CB,4266329572283,449.5,3
T0412,2024-06-12 14:07,Male,240603DD,3801660182303,321.15,5
T0412,2024-06-12 14:07,Male,240425EC,2668380592920,412.32,5
T0413,2024-01-11 15:25,Male,240414EB,7009664627837,272.79,4
T0414,2024-01-05 15:18,Male,240918EB,7784851719923,21.38,1
T0414,2024-01-05 15:18,Male,240416AD,7111402598169,251.21,5
T0414,2024-01-05 15:18,Male,240211AB,9882839546088,222.81,5
T0415,2024-01-17 19:39,Male,240821CA,5112203895591,92.83,1
T0415,2024-01-17 19:39,Male,240819BA,3442852944505,236.55,3
T0415,2024-01-17 19:39,Male,241209BC,2646305542863,76.22,2
T0416,2024-01-05 17:50,Female,240117BB,2764870889303,466.7,4
T0416,2024-01-05 17:50,Female,241230CA,2168494776151,283.31,5
T0416,2024-01-05 17:50,Female,240610AB,7111402598169,230.02,4
T0416,2024-01-05 17:50,Female,240623BB,1904792486473,440.18,5
T0416,2024-01-05 17:50,Female,240109AC,5334981206381,309.52,5
T0417,2024-08-20 21:35,Male,240912CA,3019733334840,157.88,3
T0418,2024-02-05 15:32,Male,241019CD,4651387619190,167.21,4
T0418,2024-02-05 15:32,Male,241113BD,7909647285748,394.6,3
T0418,2024-02-05 15:32,Male,240402CB,6874779065864,373.2,4
T0418,2024-02-05 15:32,Male,241103CB,7009664627837,288.41,3
T0418,2024-02-05 15:32,Male,240504EB,9366403560281,373.89,2
T0418,2024-02-05 15:32,Male,240331CA,5112203895591,85.82,3
T0418,2024-02-05 15:32,Male,240331CA,5112203895591,83.93,2
T0419,2024-12-06 21:24,Female,241213EC,7534112261015,286.12,1
T0419,2024-12-06 21:24,Female,241004AE,9133603908014,332.77,4
T0419,2024-12-06 21:24,Female,241029CA,5334981206381,312.17,5
T0419,2024-12-06 21:24,Female,241026CB,3348353436381,323.99,5
T0419,2024-12-06 21:24,Female,241129AB,8493556002921,390.27,1
T0419,2024-12-06 21:24,Female,241227AB,8562587170545,315.06,3
T0419,2024-12-06 21:24,Female,241004EA,7111402598169,246.07,5
T0419,2024-12-06 21:24,Female,240127CB,5334981206381,322.53,2
T0420,2024-05-15 15:09,Female,241231DC,2646305542863,77.57,3
T0421,2024-07-03 19:23,Male,240822AA,9471443645365,463.45,5
T0421,2024-07-03 19:23,Male,240901CA,1319495204239,431.77,3
T0421,2024-07-03 19:23,Male,240403EA,1530281751828,159.97,4
T0421,2024-07-03 19:23,Male,240128BA,2764870889303,454.6,2
T0421,2024-07-03 19:23,Male,241217DE,7442652072221,317.25,2
T0421,2024-07-03 19:23,Male,240325DC,7909647285748,393.27,2
T0421,2024-07-03 19:23,Male,241105BA,9099746266551,438.09,3
T0422,2024-02-15 20:08,Male,241031CB,5656234314111,488.39,1
T0422,2024-02-15 20:08,Male,240418CA,9792841352355,72.79,1
T0422,2024-02-15 20:08,Male,240220CA,7477584351590,287.54,2
T0422,2024-02-15 20:08,Male,240719AA,1319495204239,443.29,1
T0422,2024-02-15 20:08,Male,240101AA,6400454451965,407.66,5
T0423,2024-01-10 13:41,Male,240228DA,7193208938982,72.34,4
T0423,2024-01-10 13:41,Male,240206BB,3270110394259,252.78,5
T0423,2024-01-10 13:41,Male,241024ED,1885386949733,51.05,3
T0423,2024-01-10 13:41,Male,240403EA,6079913241894,439.27,3
T0423,2024-01-10 13:41,Male,240802CD,9471443645365,444.94,5
T0424,2024-06-12 18:45,Male,240824BC,2668380592920,399.5,2
T0425,2024-10-09 09:49,Female,240617DB,5723787941699,291.6,5
T0426,2024-12-12 11:35,Female,241227CD,7438552944490,206.56,2
T0427,2024-04-08 19:20,Male,240617DA,9471443645365,471.09,3
T0427,2024-04-08 19:20,Male,240211AB,9882839546088,226.87,3
T0427,2024-04-08 19:20,Male,240214CA,7193208938982,72.46,3
T0427,2024-04-08 19:20,Male,240729CA,4243802214885,302.53,1
T0428,2024-10-07 16:17,Male,241027CB,7784851719923,21.62,5
T0429,2024-05-20 20:33,Male,240823BC,7534112261015,277.04,4
T0429,2024-05-20 20:33,Male,240523AB,8493556002921,398.88,4
T0429,2024-05-20 20:33,Male,240904BD,2646305542863,81.24,2
T0430,2024-05-20 16:23,Female,240608BA,4799124724315,175.63,1
T0430,2024-05-20 16:23,Female,241223CD,4266329572283,485.9,4
T0431,2024-07-24 15:11,Male,240824DD,9471443645365,491.59,1
T0431,2024-07-24 15:11,Male,240827BA,5723787941699,289.84,5
T0431,2024-07-24 15:11,Male,240518AB,7009664627837,272.6,1
T0431,2024-07-24 15:11,Male,240719AB,1374644357806,192.31,5
T0431,2024-07-24 15:11,Male,240921EA,1374644357806,199.89,5
T0431,2024-07-24 15:11,Male,240706EA,9320526500374,204.25,3
T0432,2024-03-05 21:43,Female,240420CA,7538675410397,219.29,2
T0433,2024-04-12 13:56,Female,240906AA,4799124724315,169.16,3
T0433,2024-04-12 13:56,Female,240301AA,2646305542863,76.64,3
T0434,2024-10-09 18:25,Female,240930CB,7009664627837,287.3,1
T0434,2024-10-09 18:25,Female,240104EB,5112203895591,86.89,1
T0434,2024-10-09 18:25,Female,240305AD,7909647285748,429.89,1
T0434,2024-10-09 18:25,Female,241009BB,3348353436381,333.47,1
T0435,2024-10-05 18:45,Male,240329CD,3922480347697,285.4,1
T0435,2024-10-05 18:45,Male,240714CA,6400454451965,392.71,4
T0435,2024-10-05 18:45,Male,241230CA,2168494776151,306.78,1
T0436,2024-04-19 17:27,Male,240714CC,7538675410397,202.35,5
T0436,2024-04-19 17:27,Male,240301EA,1887140245119,45.22,1
T0436,2024-04-19 17:27,Male,240416AD,7111402598169,233.09,4
T0436,2024-04-19 17:27,Male,240322EA,6400454451965,384.85,1
T0436,2024-04-19 17:27,Male,240516EB,3348353436381,316.28,1
T0437,2024-08-15 17:23,Male,240714AE,3046223091366,351.1,5
T0437,2024-08-15 17:23,Male,240826EA,7009664627837,286.9,4
T0437,2024-08-15 17:23,Male,240126BA,8986011122048,146.36,5
T0437,2024-08-15 17:23,Male,240602DA,7477584351590,306.81,5
T0437,2024-08-15 17:23,Male,240418DD,6768130244551,388.27,4
T0437,2024-08-15 17:23,Male,240305AD,7909647285748,417.97,1
T0438,2024-02-14 20:10,Male,240527DB,6079913241894,449.57,3
T0438,2024-02-14 20:10,Male,240920AB,4266329572283,463.61,5
T0439,2024-06-12 14:29,Female,240331CA,4266329572283,449.4,5
T0439,2024-06-12 14:29,Female,240104EB,5112203895591,86.89,5
T0439,2024-06-12 14:29,Female,241109BD,8295015923248,423.61,2
T0440,2024-06-18 16:24,Female,240418DA,4887387328514,54.25,1
T0440,2024-06-18 16:24,Female,240308BD,5112203895591,86.77,2
T0440,2024-06-18 16:24,Female,240529ED,2168494776151,294.76,1
